Unnamed: 0,listing_url,last_scraped,description,host_url,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_verifications,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,amenities,has_availability,calendar_last_scraped,first_review,last_review,license,instant_bookable,id,host_id,host_listings_count,host_total_listings_count,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,room_type_encoded
1755,https://www.airbnb.com/rooms/27234834,2024-09-05,"Close to CBD Hobart 5 min by car. <br />CLEAN, PRIVATE FAMILY HOME.<br />5 min walk to Bus stop number 5 which will take you to the CBD or Eastlands Shopping Centre.<br /><br />This listing is for Bedroom 2 in our house.",https://www.airbnb.com/users/show/155715865,2017-10-22,within an hour,100%,100%,t,"['email', 'phone']",t,Neighborhood highlights,Clarence,Private room in home,Private room,"[""Dishes and silverware"", ""Valley view"", ""TV"", ""Hangers"", ""Hair dryer"", ""First aid kit"", ""Harbor view"", ""Microwave"", ""Heating"", ""Free parking on premises"", ""Shampoo"", ""Wifi"", ""City skyline view"", ""Private living room"", ""Extra pillows and blankets"", ""Free street parking"", ""Building staff"", ""Cooking basics"", ""Dryer"", ""River view"", ""Marina view"", ""Oven"", ""Washer"", ""Breakfast"", ""Carbon monoxide alarm"", ""Mountain view"", ""Dedicated workspace"", ""Shared patio or balcony"", ""Kitchen"", ""BBQ grill"", ""Bay view"", ""Stove"", ""Bed linens"", ""Self check-in"", ""Smoke alarm"", ""Lock on bedroom door"", ""Dishwasher"", ""Refrigerator"", ""Essentials"", ""Shared backyard \u2013 Fully fenced"", ""Iron"", ""Hot water""]",t,2024-09-05,2018-08-11,2024-01-04,No cuenta con licencia,t,27234834,155715865.0,2.0,2.0,2.0,1.0,1.0,1.0,210.09,1.0,28.0,0,38.81,61.53,216.0,115.0,1.0,0.0,4.99,4.98,4.97,4.99,4.95,2.0,0.0,0.0,0.0,1.56,2
1766,https://www.airbnb.com/rooms/27467748,2024-09-05,"John's place is by the river with sea views in a very private and tranquil setting. Enjoy birds, river boating, fishing and listening to the water. <br />Perfect for families or couples wanting an escape, enjoy swimming and the beach out front.<br /><br />View the sunset and enjoy being cosy and warm by the fire or the fresh sea air which is cooling on warm days.<br />There is plenty of grass areas and it is only a short stroll to the water's edge. Guests can also walk to the lighthouse or to several local beaches.",https://www.airbnb.com/users/show/179306658,2018-03-19,No hay tiempo de respuesta,No hay porcentaje de respuesta,No hay porcentaje de aceptacion,f,"['email', 'phone']",f,Neighborhood highlights,George Town,Private room in home,Private room,"[""Dishes and silverware"", ""Bathtub"", ""TV"", ""Hangers"", ""Children\u2019s books and toys"", ""Hair dryer"", ""First aid kit"", ""Crib"", ""Microwave"", ""Indoor fireplace"", ""Heating"", ""Private backyard \u2013 Not fully fenced"", ""Free parking on premises"", ""Shampoo"", ""Wifi"", ""Private entrance"", ""Private living room"", ""Fireplace guards"", ""Baby bath"", ""Extra pillows and blankets"", ""Waterfront"", ""Free street parking"", ""Fire extinguisher"", ""Cooking basics"", ""Dryer"", ""Oven"", ""Host greets you"", ""Long term stays allowed"", ""Washer"", ""High chair"", ""Private patio or balcony"", ""Breakfast"", ""Luggage dropoff allowed"", ""Kitchen"", ""BBQ grill"", ""Bay view"", ""Stove"", ""Beach access \u2013 Beachfront"", ""Bed linens"", ""Children\u2019s dinnerware"", ""Smoke alarm"", ""Dishwasher"", ""Refrigerator"", ""Essentials"", ""Iron"", ""Hot water""]",t,2024-09-05,2018-09-05,2023-01-08,Exempt: This listing falls under the 'home sharing' exemption,f,27467748,179306658.0,1.0,1.0,4.0,1.0,2.0,3.0,129.0,2.0,30.0,30,60.0,90.0,365.0,51.0,0.0,0.0,4.93,4.91,4.97,4.9,4.86,1.0,0.0,0.0,0.0,0.7,2
1791,https://www.airbnb.com/rooms/27876853,2024-09-05,"Directly overlooking Corinda’s spectacular garden, and almost within touching distance of our 100-year-old Magnolia tree. Decorating the walls in this pretty room is a set of prints dated 1730 depicting the flowers of the four seasons, European style.<br /><br />The Queen size bed has a handmade interior sprung mattress with quilted latex overlay. The sheets and pillowcases are of finest quality cotton.<br />A spacious bathroom offers a walk-in shower with Vintage brass and copper fittings.",https://www.airbnb.com/users/show/4501536,2012-12-27,within an hour,100%,100%,t,"['email', 'phone', 'work_email']",t,neighborhood not highlighted,Hobart,Room in boutique hotel,Private room,"[""Carbon monoxide alarm"", ""Fire extinguisher"", ""Heating"", ""Free parking on premises"", ""Shampoo"", ""Wifi"", ""TV"", ""Breakfast"", ""Hangers"", ""Smoke alarm"", ""Hair dryer"", ""Essentials"", ""First aid kit"", ""Iron""]",t,2024-09-05,2023-12-25,2024-09-01,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993,t,27876853,4501536.0,2.56,14.0,2.0,1.0,1.0,1.0,320.0,1.0,1125.0,20,44.0,62.0,318.0,0.0,0.0,0.0,4.9,4.9,5.0,5.0,4.9,2.36,6.0,0.0,0.0,1.5,2
1793,https://www.airbnb.com/rooms/27903657,2024-09-05,"PLEASE TAKE TIME TO READ THE LISTING CAREFULLY.<br /><br />Historic Inglewood is a tastefully restored turn of the century home situated within easy walking distance of the Ulverstone town centre.<br />Very close to cafes, restaurants, parks and playgrounds.<br />A short drive or walk to the beach or Leven river and Wharf Precinct.<br />Easy 20 minute drive to Spirit of Tasmania and 30 minutes to Devonport airport.<br />Tourist day trips from Ulverstone could include Stanley to the north west and Cradle Mountain highlands!",https://www.airbnb.com/users/show/210782996,2018-08-20,within a day,100%,100%,f,"['email', 'phone']",t,Neighborhood highlights,Central Coast,Private room in home,Private room,"[""TV"", ""Hangers"", ""Hair dryer"", ""First aid kit"", ""Heating"", ""Free parking on premises"", ""Shampoo"", ""Wifi"", ""Air conditioning"", ""Extra pillows and blankets"", ""Free street parking"", ""Host greets you"", ""Washer"", ""Iron"", ""Bed linens"", ""Smoke alarm"", ""Lock on bedroom door"", ""Breakfast"", ""Essentials"", ""Fire extinguisher"", ""Hot water""]",t,2024-09-05,2019-01-20,2024-06-09,Exempt: This listing falls under the 'home sharing' exemption,t,27903657,210782996.0,1.0,1.0,6.0,1.0,3.0,4.0,140.0,1.0,4.0,16,46.0,70.0,312.0,50.0,8.0,0.0,4.98,5.0,5.0,5.0,4.96,1.0,0.0,0.0,0.0,0.73,2
1799,https://www.airbnb.com/rooms/28035787,2024-09-05,"Small comfortable modern queen bedroom, free wifi with a great view to the ocean. Free parking space. There is no stove or BBQ but there is a microwave, a kettle for supplied tea and coffee, toaster, a few plates and bowls, wine glasses and mugs.  A walk in shower, shampoo, hanging space and toilet. Small desk and 2 chairs, and local TV.  The single bed can be used for a child or good friend. Extra charge for third person.  See colourful sunrises and the evening stars.",https://www.airbnb.com/users/show/74549747,2016-05-29,within an hour,96%,100%,f,"['email', 'phone']",t,Neighborhood highlights,Glamorgan/Spring Bay,Private room in guest suite,Private room,"[""Dishes and silverware"", ""Outdoor dining area"", ""Hangers"", ""Hair dryer"", ""Crib"", ""Coffee"", ""Microwave"", ""Heating"", ""Ocean view"", ""Pack \u2019n play/Travel crib - available upon request"", ""Shampoo"", ""Wifi"", ""Small bar fridge refrigerator"", ""Private entrance"", ""Outdoor furniture"", ""Free parking on premises"", ""Private living room"", ""HDTV"", ""Toaster"", ""Shared backyard \u2013 Not fully fenced"", ""Lockbox"", ""Shared beach access \u2013 Beachfront"", ""Long term stays allowed"", ""High chair"", ""Central air conditioning"", ""Private patio or balcony"", ""Mini fridge"", ""Carbon monoxide alarm"", ""Luggage dropoff allowed"", ""Hot water kettle"", ""Self check-in"", ""Smoke alarm"", ""Wine glasses"", ""Essentials"", ""Fire extinguisher"", ""Hot water""]",t,2024-09-05,2018-09-02,2024-08-09,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993,t,28035787,74549747.0,4.0,4.0,3.0,1.0,1.0,2.0,130.0,1.0,1125.0,2,10.0,17.0,230.0,236.0,37.0,1.0,4.91,4.84,4.93,4.93,4.94,4.0,3.0,0.0,0.0,3.22,2
1804,https://www.airbnb.com/rooms/28116278,2024-09-05,"Our house lends itself to relaxation. Beautiful views across the River Derwent, to Opossum Bay and Mt Wellington. <br />The amazing views are seen from many aspects of your suite. <br />The suite is located on the bottom level and has beautiful views of the Derwent river.",https://www.airbnb.com/users/show/8055526,2013-08-09,within an hour,100%,100%,t,"['email', 'phone']",t,Neighborhood highlights,Kingborough,Private room in home,Private room,"[""Dishes and silverware"", ""TV"", ""Coffee maker: Nespresso"", ""Hangers"", ""Board games"", ""Hair dryer"", ""Coffee"", ""Microwave"", ""Heating"", ""Ocean view"", ""Shampoo"", ""Sea view"", ""Garden view"", ""Private living room"", ""Extra pillows and blankets"", ""Single level home"", ""Fast wifi \u2013 108 Mbps"", ""Exterior security cameras on property"", ""Books and reading material"", ""Toaster"", ""Free street parking"", ""Fire extinguisher"", ""Laundromat nearby"", ""River view"", ""Shower gel"", ""Dining table"", ""Smart lock"", ""Conditioner"", ""Available in the garage, for additional items plus freezer for ice, if needed. Fisher Paykal refrigerator"", ""Mini fridge"", ""Freezer"", ""Clothing storage"", ""Mountain view"", ""Dedicated workspace"", ""Luggage dropoff allowed"", ""Hot water kettle"", ""Bay view"", ""Beach access \u2013 Beachfront"", ""Bed linens"", ""Self check-in"", ""Portable fans"", ""Smoke alarm"", ""Wine glasses"", ""Breakfast"", ""Essentials"", ""Iron"", ""Hot water""]",t,2024-09-05,2018-12-13,2024-06-23,Exempt: This listing falls under the 'home sharing' exemption,t,28116278,8055526.0,1.0,1.0,2.0,1.0,1.0,1.0,210.09,2.0,14.0,22,40.0,61.0,286.0,163.0,30.0,0.0,4.91,4.98,4.96,4.98,4.93,1.0,0.0,0.0,0.0,2.34,2
1824,https://www.airbnb.com/rooms/28567679,2024-09-05,"We are located 200m from beach, overlooking parkland. A walking track is 100m away that leads east into the city or west to the Don reserve and swimming pool. We have 2 wonderful restaurants 200m away at The Bluff precinct. Adjacent to  tennis, hockey , football, surfing, surf club and running facilities.<br />Cradle Mountain is 90 mins drive away . Devonport is centrally located for all your tourist needs along the Northwest Coast.",https://www.airbnb.com/users/show/17861437,2014-07-09,No hay tiempo de respuesta,No hay porcentaje de respuesta,No hay porcentaje de aceptacion,f,"['email', 'phone']",f,Neighborhood highlights,Devonport,Private room in guest suite,Private room,"[""Dishes and silverware"", ""Heating"", ""Free parking on premises"", ""Wifi"", ""Private entrance"", ""TV"", ""Private living room"", ""Host greets you"", ""Free street parking"", ""Breakfast"", ""Hangers"", ""Smoke alarm"", ""Hair dryer"", ""Essentials"", ""Iron"", ""Hot water"", ""Microwave""]",t,2024-09-05,2018-12-21,2020-03-09,No cuenta con licencia,t,28567679,17861437.0,1.0,1.0,2.0,1.0,1.0,3.0,200.0,1.0,5.0,0,38.81,61.53,217.37,17.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,1.0,0.0,0.0,0.0,0.24,2
1835,https://www.airbnb.com/rooms/28722294,2024-09-05,"Room with queen bed &private bathroom in The Strahan Wilderness Lodge accommodation C1897. <br /><br />Your room looks out onto native trees & ferns. Has tea & coffee making provisions, smart TV, fridge & sofa.  <br />We provide clean/comfy accommodation set on 3 waterfront acres with peaceful native garden & overlooking beautiful Macquarie Harbour. BBQ/fire pit facilities outside. <br /><br />Yet only a short 3 minute drive to the town centre, restaurants and cruise boats.",https://www.airbnb.com/users/show/24350117,2014-12-01,No hay tiempo de respuesta,No hay porcentaje de respuesta,No hay porcentaje de aceptacion,f,"['email', 'phone']",t,Neighborhood highlights,West Coast,Private room in nature lodge,Private room,"[""Dishes and silverware"", ""Hangers"", ""Hair dryer"", ""Microwave"", ""Harbor view"", ""Heating"", ""32 inch HDTV with Netflix"", ""Free parking on premises"", ""Shampoo"", ""Wifi"", ""Garden view"", ""Barbecue utensils"", ""Extra pillows and blankets"", ""Single level home"", ""Waterfront"", ""Shared backyard \u2013 Not fully fenced"", ""Cooking basics"", ""Coffee maker"", ""Shared patio or balcony"", ""Luggage dropoff allowed"", ""Iron"", ""Bay view"", ""BBQ grill"", ""Bed linens"", ""Smoke alarm"", ""Refrigerator"", ""Essentials"", ""Fire extinguisher"", ""Hot water""]",t,2024-09-05,2018-10-30,2023-04-14,No cuenta con licencia,f,28722294,24350117.0,3.0,6.0,2.0,1.0,1.0,3.0,200.0,2.0,28.0,0,38.81,61.53,217.37,81.0,0.0,0.0,4.91,4.9,4.95,4.98,4.89,3.0,1.0,0.0,0.0,1.14,2
1844,https://www.airbnb.com/rooms/28895161,2024-09-05,"Adelaide Heritage 4 Poster guest room. Private en suite. Cooked and continental Breakfast included, free wifi and off street parking. Built in 1879 offering Boutique luxury with old fashioned friendly service.",https://www.airbnb.com/users/show/4520285,2012-12-29,within an hour,100%,100%,t,"['email', 'phone']",t,neighborhood not highlighted,Launceston,Room in boutique hotel,Private room,"[""TV"", ""Hangers"", ""Hair dryer"", ""First aid kit"", ""Indoor fireplace"", ""Heating"", ""Free parking on premises"", ""Shampoo"", ""Wifi"", ""Private living room"", ""Exterior security cameras on property"", ""Host greets you"", ""Breakfast"", ""Luggage dropoff allowed"", ""Iron"", ""Smoke alarm"", ""Refrigerator"", ""Essentials"", ""Fire extinguisher"", ""Hot water""]",t,2024-09-05,2019-09-22,2021-01-06,"Exempt: This listing is a hotel, motel, or caravan park",t,28895161,4520285.0,12.0,12.0,2.0,1.0,1.0,3.0,200.0,1.0,14.0,18,35.0,51.0,184.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,2.36,0.0,0.0,0.0,0.05,2
1845,https://www.airbnb.com/rooms/28897036,2024-09-05,Este airbnb no cuenta con una descripcion detallada,https://www.airbnb.com/users/show/4520285,2012-12-29,within an hour,100%,100%,t,"['email', 'phone']",t,neighborhood not highlighted,Launceston,Room in boutique hotel,Private room,"[""TV"", ""Hangers"", ""Hair dryer"", ""First aid kit"", ""Indoor fireplace"", ""Heating"", ""Free parking on premises"", ""Shampoo"", ""Wifi"", ""Free street parking"", ""Exterior security cameras on property"", ""Host greets you"", ""Luggage dropoff allowed"", ""Iron"", ""Smoke alarm"", ""Breakfast"", ""Essentials"", ""Fire extinguisher"", ""Hot water""]",t,2024-09-05,2018-10-23,2023-08-20,33765377969,t,28897036,4520285.0,12.0,12.0,2.0,1.0,1.0,1.0,259.0,1.0,14.0,8,21.0,33.0,139.0,6.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,2.36,0.0,0.0,0.0,0.08,2
1846,https://www.airbnb.com/rooms/28898250,2024-09-05,"Private entrance by patio and garden. Queen 4 Poster Bed private en suite, fridge tea & Coffee facilities. Cooked and continental Breakfast included.",https://www.airbnb.com/users/show/4520285,2012-12-29,within an hour,100%,100%,t,"['email', 'phone']",t,neighborhood not highlighted,Launceston,Room in boutique hotel,Private room,"[""TV"", ""Hangers"", ""Hair dryer"", ""First aid kit"", ""Heating"", ""Free parking on premises"", ""Shampoo"", ""Wifi"", ""Private entrance"", ""Free street parking"", ""Exterior security cameras on property"", ""Host greets you"", ""Luggage dropoff allowed"", ""Iron"", ""Smoke alarm"", ""Breakfast"", ""Essentials"", ""Fire extinguisher"", ""Hot water""]",t,2024-09-05,2021-02-14,2021-02-14,"Exempt: This listing is a hotel, motel, or caravan park",t,28898250,4520285.0,12.0,12.0,2.0,1.0,1.0,1.0,259.0,1.0,14.0,12,34.0,46.0,176.0,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,2.36,0.0,0.0,0.0,0.02,2
1847,https://www.airbnb.com/rooms/28898468,2024-09-05,"Benjamin Garden Queen guest room. Private entrance. Private ensuite. Tv, fridge, heating.Free cooked & continental Breakfast, free wifi and free off street parking.",https://www.airbnb.com/users/show/4520285,2012-12-29,within an hour,100%,100%,t,"['email', 'phone']",t,neighborhood not highlighted,Launceston,Room in boutique hotel,Private room,"[""TV"", ""Hangers"", ""Hair dryer"", ""First aid kit"", ""Heating"", ""Free parking on premises"", ""Shampoo"", ""Wifi"", ""Private entrance"", ""Extra pillows and blankets"", ""Free street parking"", ""Exterior security cameras on property"", ""Host greets you"", ""Shower gel"", ""Luggage dropoff allowed"", ""Iron"", ""Bed linens"", ""Smoke alarm"", ""Breakfast"", ""Essentials"", ""Fire extinguisher"", ""Hot water""]",t,2024-09-05,2020-01-17,2020-01-17,"Exempt: This listing is a hotel, motel, or caravan park",t,28898468,4520285.0,12.0,12.0,2.0,1.0,1.0,3.0,200.0,1.0,14.0,12,27.0,41.0,144.0,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,2.36,0.0,0.0,0.0,0.02,2
1848,https://www.airbnb.com/rooms/28898791,2024-09-05,"My place is close to restaurants and dining. You’ll love my place because of the location, the ambiance. My place is good for couples and business travellers.",https://www.airbnb.com/users/show/4520285,2012-12-29,within an hour,100%,100%,t,"['email', 'phone']",t,neighborhood not highlighted,Launceston,Room in boutique hotel,Private room,"[""Dishes and silverware"", ""TV"", ""Hangers"", ""Hair dryer"", ""First aid kit"", ""Microwave"", ""Heating"", ""Free parking on premises"", ""Shampoo"", ""Wifi"", ""Private entrance"", ""Private living room"", ""Free street parking"", ""Exterior security cameras on property"", ""Cooking basics"", ""Host greets you"", ""Long term stays allowed"", ""Washer"", ""Breakfast"", ""Luggage dropoff allowed"", ""Kitchen"", ""Iron"", ""Stove"", ""Smoke alarm"", ""Refrigerator"", ""Essentials"", ""Fire extinguisher"", ""Hot water""]",t,2024-09-05,2018-12-10,2022-12-28,"Exempt: This listing is a hotel, motel, or caravan park",t,28898791,4520285.0,12.0,12.0,2.0,1.0,1.0,3.0,200.0,1.0,28.0,9,35.0,50.0,171.0,5.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,2.36,0.0,0.0,0.0,0.07,2
1851,https://www.airbnb.com/rooms/28973887,2024-09-05,"A light-filled welcoming home full of books and art.<br /><br />Located centrally this turn of the century abode places you within walking distance of everything New Norfolk has to offer; antique & curio shops, cafes, pubs, the Derwent river and the Agrarian Kitchen. <br />A perfect base from which to explore the rest of the region. Stefano Lubiana Wines & Derwent Estate Vineyard are 10 minutes by car, MONA and the Salmon Ponds are15, Mt Field National Park less than an hour and Hobart an easy 30 minutes.",https://www.airbnb.com/users/show/15751141,2018-10-04,No hay tiempo de respuesta,No hay porcentaje de respuesta,100%,f,"['email', 'phone']",t,Neighborhood highlights,Derwent Valley,Private room in home,Private room,"[""Dishes and silverware"", ""TV"", ""Hangers"", ""Children\u2019s books and toys"", ""Hair dryer"", ""Crib"", ""Microwave"", ""Indoor fireplace"", ""Heating"", ""Free parking on premises"", ""Shampoo"", ""Wifi"", ""Private living room"", ""Free street parking"", ""Cooking basics"", ""Coffee maker"", ""Oven"", ""Washer"", ""Kitchen"", ""Stove"", ""Smoke alarm"", ""Refrigerator"", ""Essentials"", ""Iron"", ""Hot water""]",t,2024-09-05,2018-11-04,2024-04-28,Exempt: This listing falls under the 'home sharing' exemption,t,28973887,15751141.0,2.0,2.0,2.0,1.0,1.0,3.0,200.0,2.0,7.0,0,38.81,61.53,217.37,40.0,3.0,0.0,5.0,4.93,5.0,5.0,5.0,2.0,1.0,0.0,0.0,0.56,2
1865,https://www.airbnb.com/rooms/29132111,2024-09-05,"Our small apartment is bright and sunny.  The  ""Little Sandy Bay"" shops in Sandy Bay Road are only a few minutes walk down the hill. Here there is a bus service to Hobart city.  Our street, Coolabah Road, is dead-end, so traffic noise is low, and on-street parking is safe. We get a very small amount of noise, mainly plumbing sounds, from the apartment below.  It is a quiet and pleasant environment. Hobart city is 10 minutes away by car. The university is 2.7km away: there is a bus service.",https://www.airbnb.com/users/show/219534832,2018-10-08,within an hour,100%,99%,t,"['email', 'phone']",t,Neighborhood highlights,Hobart,Private room in rental unit,Private room,"[""Dishes and silverware"", ""Hangers"", ""Hair dryer"", ""Microwave"", ""Heating"", ""Shampoo"", ""Wifi"", ""Private living room"", ""Free street parking"", ""Cooking basics"", ""Dryer"", ""Oven"", ""Lockbox"", ""Washer"", ""Shared patio or balcony"", ""Kitchen"", ""Iron"", ""Stove"", ""Self check-in"", ""Smoke alarm"", ""Dishwasher"", ""Refrigerator"", ""Essentials"", ""Fire extinguisher"", ""Hot water""]",t,2024-09-05,2018-10-13,2024-07-19,Exempt: This listing falls under the 'home sharing' exemption,f,29132111,219534832.0,3.0,3.0,2.0,1.5,1.0,1.0,210.09,2.0,31.0,10,22.0,42.0,42.0,66.0,5.0,0.0,4.94,4.91,4.98,4.98,4.79,3.0,0.0,0.0,0.0,0.92,2
1874,https://www.airbnb.com/rooms/29262731,2024-09-05,"Single, private room in a beautiful 1930s house, close to Launceston General Hospital and 3km from the City Centre.",https://www.airbnb.com/users/show/154000341,2017-10-10,No hay tiempo de respuesta,No hay porcentaje de respuesta,No hay porcentaje de aceptacion,f,"['email', 'phone', 'work_email']",t,Neighborhood highlights,Launceston,Private room in home,Private room,"[""Dishes and silverware"", ""Hangers"", ""Hair dryer"", ""First aid kit"", ""Microwave"", ""Heating"", ""Free parking on premises"", ""Shampoo"", ""Wifi"", ""Extra pillows and blankets"", ""Free street parking"", ""Cooking basics"", ""Oven"", ""Host greets you"", ""Shower gel"", ""Washer"", ""Backyard"", ""Carbon monoxide alarm"", ""Luggage dropoff allowed"", ""Kitchen"", ""Stove"", ""Bed linens"", ""Smoke alarm"", ""Refrigerator"", ""Essentials"", ""Iron"", ""Hot water""]",t,2024-09-05,2018-10-18,2020-03-04,Exempt: This listing falls under the 'home sharing' exemption,f,29262731,154000341.0,1.0,1.0,1.0,1.0,1.0,3.0,200.0,1.0,7.0,0,38.81,61.53,217.37,72.0,0.0,0.0,4.93,4.93,4.96,4.97,4.86,1.0,0.0,0.0,0.0,1.0,2
1881,https://www.airbnb.com/rooms/29338918,2024-09-05,"Bunk room for 2 people with access to shared kitchen/living area which  includes a table tennis table. Separate toilet/shower ensuites linked to kitchen area. Included in your stay is unlimited access to our Farm Walk (deer, ostrich, emu, camel, alpaca, bison, buffalo, cows, pigs, etc). Reconnect with nature at this unforgettable escape. No Wifi available.",https://www.airbnb.com/users/show/221031677,2018-10-16,No hay tiempo de respuesta,No hay porcentaje de respuesta,100%,t,['phone'],t,Neighborhood highlights,Central Coast,Private room in farm stay,Private room,"[""Paid washer"", ""Dishes and silverware"", ""Fire pit"", ""Valley view"", ""Radiant heating"", ""Outdoor dining area"", ""Drying rack for clothing"", ""Hangers"", ""Children\u2019s books and toys"", ""Board games"", ""Hair dryer"", ""Microwave"", ""Pack \u2019n play/Travel crib - available upon request"", ""Free parking on premises"", ""Single level home"", ""Haier electric stove"", ""Books and reading material"", ""Toaster"", ""Fire extinguisher"", ""Cooking basics"", ""Laundromat nearby"", ""Paid dryer"", ""Clothing storage: wardrobe"", ""Lake access"", ""Ping pong table"", ""High chair"", ""Dining table"", ""Mini fridge"", ""Freezer"", ""Mountain view"", ""Dedicated workspace"", ""Haier oven"", ""Shared patio or balcony"", ""Kitchen"", ""Hot water kettle"", ""Bed linens"", ""Haier refrigerator"", ""Smoke alarm"", ""Room-darkening shades"", ""Wine glasses"", ""Essentials"", ""Iron"", ""Hot water"", ""Lock on bedroom door""]",t,2024-09-05,2022-01-01,2022-04-15,"Exempt: This listing is a hotel, motel, or caravan park",t,29338918,221031677.0,10.0,10.0,2.0,1.0,1.0,2.0,210.09,2.0,1125.0,0,3.0,33.0,123.0,4.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,10.0,0.0,0.0,0.0,0.12,2
1882,https://www.airbnb.com/rooms/29339903,2024-09-05,"Rest with the wild. Would you like a unit with a little extra room & more of a glamping feel? Then our Queen room is for you. With your own fridge, kettle & toaster, leather 2 seater couch as well as access to shared kitchen/living area which includes a table tennis table. Separate toilet/ shower ensuites linked to kitchen area. Reconnect with nature at this unforgettable escape. No WIFI service.",https://www.airbnb.com/users/show/221031677,2018-10-16,No hay tiempo de respuesta,No hay porcentaje de respuesta,100%,t,['phone'],t,Neighborhood highlights,Central Coast,Private room in farm stay,Private room,"[""Dishes and silverware"", ""Fire pit"", ""Valley view"", ""Radiant heating"", ""Outdoor dining area"", ""Drying rack for clothing"", ""Hangers"", ""Children\u2019s books and toys"", ""Board games"", ""Hair dryer"", ""Microwave"", ""Pack \u2019n play/Travel crib - available upon request"", ""Free parking on premises"", ""Single level home"", ""Haier electric stove"", ""Books and reading material"", ""Toaster"", ""Fire extinguisher"", ""Cooking basics"", ""Laundromat nearby"", ""Paid dryer"", ""Clothing storage: wardrobe"", ""Lake access"", ""Ping pong table"", ""Paid washer \u2013 In building"", ""High chair"", ""Dining table"", ""Mini fridge"", ""Freezer"", ""Mountain view"", ""Dedicated workspace"", ""Haier oven"", ""Shared patio or balcony"", ""Kitchen"", ""Hot water kettle"", ""Bed linens"", ""Haier refrigerator"", ""Smoke alarm"", ""Room-darkening shades"", ""Wine glasses"", ""Shared backyard \u2013 Fully fenced"", ""Essentials"", ""Iron"", ""Hot water"", ""Lock on bedroom door""]",t,2024-09-05,2018-12-28,2021-03-28,"Exempt: This listing is a hotel, motel, or caravan park",f,29339903,221031677.0,10.0,10.0,2.0,1.22,1.0,1.0,117.0,3.0,1125.0,0,3.0,33.0,123.0,3.0,0.0,0.0,4.93,5.0,4.97,4.96,4.92,10.0,0.0,0.0,0.0,0.04,2
1883,https://www.airbnb.com/rooms/29340165,2024-09-05,"Bunk room (bring your own linen/bedding) for 2 people with access to shared kitchen/living area which  includes a table tennis table. Separate toilet/shower ensuites linked to kitchen area. Included in your stay is unlimited access to our Farm Walk (deer, ostrich, emu, camel, alpaca, bison, buffalo, cows, goats, etc). Reconnect with nature at this unforgettable escape. No WiFi available.",https://www.airbnb.com/users/show/221031677,2018-10-16,No hay tiempo de respuesta,No hay porcentaje de respuesta,100%,t,['phone'],t,Neighborhood highlights,Central Coast,Private room in farm stay,Private room,"[""Dishes and silverware"", ""Fire pit"", ""Valley view"", ""Outdoor dining area"", ""Drying rack for clothing"", ""Hangers"", ""Room-darkening shades"", ""Children\u2019s books and toys"", ""Board games"", ""Hair dryer"", ""Microwave"", ""Pack \u2019n play/Travel crib - available upon request"", ""Cleaning products"", ""Free parking on premises"", ""Single level home"", ""Haier electric stove"", ""Free street parking"", ""Books and reading material"", ""Toaster"", ""Fire extinguisher"", ""Cooking basics"", ""Laundromat nearby"", ""Clothing storage: wardrobe"", ""Lake access"", ""Ping pong table"", ""Paid washer \u2013 In building"", ""High chair"", ""Dining table"", ""Mini fridge"", ""Freezer"", ""Mountain view"", ""Dedicated workspace"", ""Haier oven"", ""Shared patio or balcony"", ""Paid dryer \u2013 In building"", ""Kitchen"", ""Hot water kettle"", ""Haier refrigerator"", ""Smoke alarm"", ""Radiant heating"", ""Wine glasses"", ""Shared backyard \u2013 Fully fenced"", ""Iron"", ""Hot water"", ""Lock on bedroom door""]",t,2024-09-05,2018-11-04,2024-02-27,"Exempt: This listing is a hotel, motel, or caravan park",t,29340165,221031677.0,10.0,10.0,2.0,1.22,1.0,2.0,210.09,1.0,1125.0,0,3.0,33.0,123.0,18.0,3.0,0.0,4.89,4.89,4.89,4.96,4.92,10.0,0.0,0.0,0.0,0.25,2
