Unnamed: 0,listing_url,last_scraped,description,host_url,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_verifications,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,amenities,has_availability,calendar_last_scraped,first_review,last_review,license,instant_bookable,id,host_id,host_listings_count,host_total_listings_count,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,room_type_encoded
1202,https://www.airbnb.com/rooms/13622872,2024-09-25,Places of interest: Near corporate and shopping centers. You'll love my place because you'll save yourself the traffic when entering and exiting the area. My place is good for adventurers and business travelers.<br />We have surveillance cameras in the public areas for guest protection,https://www.airbnb.com/users/show/49735631,2015-11-23,within an hour,100%,100%,f,"['email', 'phone']",t,No Hay,Cuajimalpa de Morelos,Shared room in home,Shared room,"[""Iron"", ""Wifi"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Dishwasher"", ""Hangers"", ""Free parking on premises"", ""Coffee maker"", ""Paid washer \u2013 In unit"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Hot water"", ""Luggage dropoff allowed"", ""Pocket wifi"", ""TV with standard cable"", ""Kitchen"", ""Oven"", ""Smoke alarm"", ""Stove"", ""Fire extinguisher"", ""Paid dryer \u2013 In unit"", ""Free street parking"", ""Microwave"", ""Cooking basics"", ""Building staff""]",t,2024-09-25,2017-07-12,2023-12-06,No cuenta con licencia,t,13622872,49735631,23.0,26.0,4.0,1.0,1.0,2.0,918.0,1.0,1125,24,48,78.0,84,13.0,1.0,0.0,4.85,4.92,4.92,4.92,4.92,21.0,1.0,0.74,0.0,0.15,4
1461,https://www.airbnb.com/rooms/15165035,2024-09-26,Apartment in citta san Jerónimo great development for business or pleasure just 5 minutes from Santa Fe,https://www.airbnb.com/users/show/96227433,2016-09-21,within an hour,No contiene host_response_rate,No contiene host_acceptance_rate,f,['phone'],f,No Hay,Álvaro Obregón,Shared room in rental unit,Shared room,"[""Free parking on premises"", ""Pool"", ""Kitchen"", ""Gym"", ""Elevator""]",f,2024-09-26,2016-10-29,2019-03-18,No cuenta con licencia,f,15165035,96227433,1.0,1.0,3.0,1.0,1.0,1.97,0.0,1.0,1125,0,0,65.1,0,0.0,0.0,0.0,4.79,4.76,4.84,4.83,4.85,1.0,0.0,0.0,0.0,1.74,4
1587,https://www.airbnb.com/rooms/16011942,2024-09-25,"We are 15 minutes away by car from the Airport and 35 minutes from  ""Mexico´s down town"" by subway",https://www.airbnb.com/users/show/96703748,2016-09-25,within an hour,82%,73%,f,"['email', 'phone']",t,"Mexico City, Ciudad de México, Mexico",Iztacalco,Shared room in guest suite,Shared room,"[""Extra pillows and blankets"", ""Body soap"", ""Carbon monoxide alarm"", ""Luggage dropoff allowed"", ""Wifi"", ""Lockbox"", ""Fire extinguisher"", ""Bathtub"", ""Bed linens"", ""Self check-in"", ""Essentials"", ""Free street parking"", ""Shampoo"", ""Hot water"", ""Pets allowed"", ""Dedicated workspace"", ""Smoke alarm"", ""Paid parking off premises""]",t,2024-09-25,2016-11-22,2023-11-19,No cuenta con licencia,f,16011942,96703748,7.0,7.0,1.0,1.0,1.0,1.63,250.0,1.0,7,30,60,90.0,90,54.0,1.0,0.0,4.88,4.8,4.79,4.77,4.92,5.0,1.0,0.0,0.0,0.57,4
1597,https://www.airbnb.com/rooms/16032189,2024-09-25,"Single bed in a triple room. If you only wanted the room for yourself, ask me for a special offer!",https://www.airbnb.com/users/show/96703748,2016-09-25,within an hour,82%,73%,f,"['email', 'phone']",t,"Mexico City, Ciudad de México, Mexico",Iztacalco,Shared room in home,Shared room,"[""Carbon monoxide alarm"", ""Wifi"", ""Free carport on premises \u2013 1 space"", ""Patio or balcony"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Pets allowed"", ""Smoke alarm""]",t,2024-09-25,2017-01-18,2022-11-26,No cuenta con licencia,f,16032189,96703748,7.0,7.0,1.0,1.0,1.0,1.63,250.0,1.0,7,30,60,90.0,90,3.0,0.0,0.0,4.88,4.86,4.92,4.92,4.92,5.0,1.0,0.0,0.0,0.03,4
1976,https://www.airbnb.com/rooms/17964379,2024-09-26,For one person only,https://www.airbnb.com/users/show/109843622,2017-01-04,within an hour,No contiene host_response_rate,No contiene host_acceptance_rate,f,"['email', 'phone']",f,No Hay,Coyoacán,Shared room in home,Shared room,[],f,2024-09-26,2017-10-29,2024-09-17,No cuenta con licencia,f,17964379,109843622,3.0,3.0,1.0,1.0,1.0,1.97,0.0,1.0,1125,0,0,65.1,0,0.0,0.0,0.0,4.79,4.76,4.84,4.83,4.85,2.0,0.0,1.0,0.0,1.74,4
2073,https://www.airbnb.com/rooms/18451165,2024-09-26,"Excellent apartment with 1 bedroom for accommodation for  2 people in the southern CDMX area with coffee service and excellent kitchen to enjoy a rich comfort or a rich cup of coffee in front of an 80""screen and pleasant ambient music",https://www.airbnb.com/users/show/126914120,2017-04-21,within an hour,No contiene host_response_rate,No contiene host_acceptance_rate,f,"['email', 'phone']",f,"Mexico City, Ciudad de México, Mexico",Benito Juárez,Shared room in rental unit,Shared room,"[""Self check-in"", ""Smoking allowed"", ""Pets allowed"", ""Building staff""]",f,2024-09-26,2017-09-30,2024-09-10,No cuenta con licencia,f,18451165,126914120,1.0,1.0,2.0,1.0,1.0,1.97,0.0,1.0,1125,0,0,65.1,0,0.0,0.0,0.0,4.79,4.76,4.84,4.83,4.85,1.0,0.0,0.0,0.0,1.74,4
2188,https://www.airbnb.com/rooms/19037182,2024-09-25,"Spacious room, a double and single bunk bed. Full bathroom, electricity, water, internet, included. Preferred monthly rent for a single occupant. Towels, microwave oven, espresso coffee maker, sandwich maker are included. American breakfast can be included x $70mxn x person. You have independent access to the room from the street. Close to Tlacotal metrobus stations and Coyuya metro. 20 min (walking) from Foro Sol, Brothers Rodriguez Racetrack, Sports Palace.",https://www.airbnb.com/users/show/47398486,2015-10-25,within an hour,No contiene host_response_rate,100%,f,"['email', 'phone']",t,No Hay,Iztacalco,Shared room in rental unit,Shared room,"[""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Wifi"", ""Fire extinguisher"", ""Bed linens"", ""Long term stays allowed"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Pets allowed"", ""Single level home"", ""Microwave""]",t,2024-09-25,2017-11-20,2023-02-27,No cuenta con licencia,f,19037182,47398486,1.0,1.0,2.0,1.0,1.0,2.0,2029.0,2.0,1125,23,53,83.0,91,16.0,0.0,0.0,5.0,5.0,5.0,4.94,4.75,1.0,0.0,0.0,0.0,0.19,4
2264,https://www.airbnb.com/rooms/19333425,2024-09-26,"Furnished rooms for students are rented.<br />The rooms have 2 double beds, 2 buros and 2 closets.<br />Great location for living with shops, pharmacies, transportation, etc.<br />Including water, electricity, internet, gas and cleaning services.<br />Bedding and cooking utensils are provided, they can make use of the washer and dryer.",https://www.airbnb.com/users/show/104708177,2016-11-21,within an hour,No contiene host_response_rate,No contiene host_acceptance_rate,f,"['email', 'phone']",f,"Mexico City, Ciudad de México, Mexico",Tlalpan,Shared room in home,Shared room,"[""Washer"", ""Wifi"", ""Cleaning available during stay"", ""Host greets you"", ""Refrigerator"", ""Dishes and silverware"", ""Hangers"", ""Coffee maker"", ""Long term stays allowed"", ""Hot water"", ""Dryer"", ""Luggage dropoff allowed"", ""TV"", ""Babysitter recommendations"", ""Pocket wifi"", ""Game console"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Oven"", ""Stove"", ""Extra pillows and blankets"", ""Free street parking"", ""Microwave"", ""Cooking basics""]",f,2024-09-26,2018-10-29,2024-03-04,No cuenta con licencia,f,19333425,104708177,2.0,2.0,2.0,1.0,1.0,1.97,0.0,1.58,1125,0,0,65.1,0,0.0,0.0,0.0,4.79,4.76,4.84,4.83,4.85,2.0,0.0,0.0,0.0,1.74,4
2506,https://www.airbnb.com/rooms/20833518,2024-09-26,"apartment with excellent atmosphere, with living/dining room, kitchen, full bathroom, three bedrooms (one already inhabited), good lighting in all spaces, fifty meters from the normal metro station.",https://www.airbnb.com/users/show/149455836,2017-09-06,within an hour,No contiene host_response_rate,No contiene host_acceptance_rate,f,"['email', 'phone']",f,No Hay,Miguel Hidalgo,Shared room in rental unit,Shared room,"[""Wifi"", ""Kitchen"", ""Hangers""]",f,2024-09-26,2017-11-20,2017-11-20,No cuenta con licencia,f,20833518,149455836,1.0,3.0,2.0,1.0,1.0,1.97,0.0,2.0,6,0,0,65.1,0,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,1.0,0.0,0.0,0.0,0.01,4
2591,https://www.airbnb.com/rooms/21314149,2024-09-26,"Downtown apartment 10 minutes from downtown Mexico City. Accessible room (bus, train station). <br /><br />Services:<br />Internet, <br />Televsion, <br />Breakfast, <br />lunch and <br />dinner.<br /><br />Accessible area.",https://www.airbnb.com/users/show/15072544,2014-05-04,within an hour,No contiene host_response_rate,No contiene host_acceptance_rate,f,['email'],f,"Mexico City, Ciudad de México, Mexico",Venustiano Carranza,Shared room in rental unit,Shared room,"[""Washer"", ""TV"", ""Wifi"", ""Heating"", ""Breakfast"", ""Kitchen"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Microwave"", ""Smoking allowed""]",f,2024-09-26,2017-10-27,2024-08-25,No cuenta con licencia,f,21314149,15072544,1.0,1.0,1.0,1.0,1.0,1.97,0.0,1.0,1125,0,0,65.1,0,0.0,0.0,0.0,4.79,4.76,4.84,4.83,4.85,1.0,0.0,0.0,0.0,1.74,4
2678,https://www.airbnb.com/rooms/21451591,2024-09-25,"Buenvenido!! ❤️I tell you that our armchair is of standard dimension and you may be higher, please specify it 🤗<br />There is the possibility of a mattress on the floor  (please specify)<br />Access to refrigerator and microwave oven.<br />Ideal for express travelers, only if you want to get to sleep and leave for your concert, this possibility we enable it for backpackers is 🎒not comfortable to rest 24 hrs since we make normal house movements that can affect your rest😘",https://www.airbnb.com/users/show/39532020,2015-07-25,within a few hours,96%,63%,f,"['email', 'phone']",t,No Hay,Venustiano Carranza,Shared room in rental unit,Shared room,"[""Iron"", ""Hair dryer"", ""TV"", ""Wifi"", ""Coffee maker"", ""Host greets you"", ""Refrigerator"", ""Dishes and silverware"", ""Hot water"", ""Dedicated workspace"", ""Cooking basics"", ""Hangers""]",t,2024-09-25,2017-11-20,2024-09-21,No cuenta con licencia,f,21451591,39532020,6.0,8.0,1.0,1.0,1.0,1.0,600.0,2.0,1125,24,53,83.0,358,8.0,1.0,1.0,4.88,4.88,5.0,4.88,5.0,6.0,0.0,5.0,0.0,0.1,4
2753,https://www.airbnb.com/rooms/21819110,2024-09-26,PLEASANT  COMFORTABLE LOCATION NEAR CINEMAS THEATRES MUSEUMS EL PALACIO DE LAS  BELLAS  ARTES  ZOCALO ZOO ZOO ZOO AREA  BRUSHES PLACE  AS  CENTERS FOR EATING  COFFEE  AND RECORDS,https://www.airbnb.com/users/show/159050197,2017-11-17,within an hour,No contiene host_response_rate,No contiene host_acceptance_rate,f,"['email', 'phone']",f,"Mexico City, Ciudad de México, Mexico",Miguel Hidalgo,Shared room in guest suite,Shared room,"[""Iron"", ""Washer"", ""Wifi"", ""Fire extinguisher"", ""Kitchen"", ""First aid kit"", ""Pets allowed""]",f,2024-09-26,2018-03-18,2024-09-22,No cuenta con licencia,f,21819110,159050197,1.0,1.0,1.0,1.0,1.0,1.97,0.0,1.58,10,0,0,65.1,0,0.0,0.0,0.0,4.79,4.76,4.84,4.83,4.85,1.0,0.0,0.0,0.0,1.74,4
3332,https://www.airbnb.com/rooms/24272530,2024-09-25,No contiene descripción,https://www.airbnb.com/users/show/114584959,2017-02-02,within a few hours,75%,67%,f,"['email', 'phone', 'work_email']",t,No Hay,Miguel Hidalgo,Shared room in rental unit,Shared room,"[""Dryer"", ""Iron"", ""Washer"", ""Wifi"", ""TV with standard cable"", ""Exterior security cameras on property"", ""Breakfast"", ""Host greets you"", ""Kitchen"", ""First aid kit"", ""Essentials"", ""Free street parking"", ""Shampoo"", ""Hot water"", ""Hair dryer""]",t,2024-09-25,2018-09-29,2019-10-19,No cuenta con licencia,f,24272530,114584959,9.0,12.0,1.0,1.0,1.0,1.0,413.0,1.0,60,28,58,88.0,363,8.0,0.0,0.0,4.88,4.88,4.92,4.88,4.92,6.0,0.0,2.0,0.0,0.11,4
3437,https://www.airbnb.com/rooms/24540559,2024-09-25,"Beautiful house in private with 24 hour security surveillance and CCTV service with remote access, you can rent the necessary rooms, includes vegetarian breakfast every morning",https://www.airbnb.com/users/show/76924488,2016-06-10,within an hour,No contiene host_response_rate,No contiene host_acceptance_rate,f,"['email', 'phone']",t,"Mexico City, Ciudad de México, Mexico",Tlalpan,Shared room in home,Shared room,"[""Free parking on premises"", ""Iron"", ""Washer"", ""TV"", ""Wifi"", ""Breakfast"", ""Kitchen"", ""First aid kit"", ""Gym"", ""Essentials"", ""Shampoo"", ""Smoking allowed"", ""Hangers""]",t,2024-09-25,2018-06-09,2024-09-16,No cuenta con licencia,f,24540559,76924488,2.0,2.0,1.0,1.5,1.0,1.0,350.0,3.0,20,30,60,90.0,365,0.0,0.0,0.0,4.79,4.76,4.84,4.83,4.85,2.0,0.0,1.0,0.0,1.74,4
3766,https://www.airbnb.com/rooms/26687899,2024-09-26,One block from the Venustiano Carranza store is close to a Sanborns bakery shops Walmart Mercado Cocktails inexpensive kitchens very close to the Sound Market and 10 minutes from the historic center is close to the Park of Illustres and the Fray Servando metro is close to the Fray Servando metro,https://www.airbnb.com/users/show/51376081,2015-12-15,within an hour,No contiene host_response_rate,No contiene host_acceptance_rate,f,"['email', 'phone']",f,No Hay,Venustiano Carranza,Shared room in dorm,Shared room,"[""Dryer"", ""Iron"", ""Washer"", ""TV"", ""Wifi"", ""Breakfast"", ""Kitchen"", ""First aid kit"", ""Gym"", ""Essentials"", ""Shampoo"", ""Hangers"", ""Hair dryer""]",f,2024-09-26,2018-07-31,2024-09-16,No cuenta con licencia,f,26687899,51376081,1.0,4.0,2.0,1.0,1.0,1.97,0.0,1.0,15,0,0,65.1,0,0.0,0.0,0.0,4.79,4.76,4.84,4.83,4.85,1.0,0.0,0.0,0.0,1.74,4
3788,https://www.airbnb.com/rooms/26772017,2024-09-25,My partner and I live here. We occupy the ground floor of a house in the forest. The main room has a king bed and bathroom; Here we have our closet. In another adjacent space is the living room and dining room. We sleep in the second room inside this one; next to it is a separate space with a matrimonial bed; both are separated from the living room by a cancel. We can prepare an individual mattress if you prefer in the room as well.,https://www.airbnb.com/users/show/32929125,2015-05-08,within an hour,No contiene host_response_rate,No contiene host_acceptance_rate,f,"['email', 'phone']",t,"Mexico City, Ciudad de México, Mexico",Cuajimalpa de Morelos,Shared room in guest suite,Shared room,"[""Iron"", ""Washer"", ""Wifi"", ""Host greets you"", ""Hangers"", ""Free parking on premises"", ""Coffee maker"", ""Backyard"", ""Breakfast"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Dryer"", ""Luggage dropoff allowed"", ""Pocket wifi"", ""Game console"", ""Patio or balcony"", ""Bed linens"", ""Extra pillows and blankets"", ""Smoking allowed"", ""Single level home""]",t,2024-09-25,2018-08-24,2024-09-22,No cuenta con licencia,f,26772017,32929125,1.0,2.0,3.0,1.0,1.0,2.0,1300.0,1.0,7,30,60,90.0,365,0.0,0.0,0.0,4.79,4.76,4.84,4.83,4.85,1.0,0.0,0.0,0.0,1.74,4
3914,https://www.airbnb.com/rooms/27656261,2024-09-26,"Three stories house, offering a room for 1 or 2 people.You can be in the kitchen, living room, smoking or billiards. Opposite there is a shop and a 5-minute walk away is the famous ""Village of San Bernabé"". There you will find shops of all kinds. We are an hour's drive from CDMX's Historic Center. <br /><br />In addition to offering the home for your stay in the City, I also offer you the guide service to enjoy more interesting, historical, cultural spaces and more.",https://www.airbnb.com/users/show/208712604,2018-08-10,within an hour,No contiene host_response_rate,No contiene host_acceptance_rate,f,['phone'],f,No Hay,La Magdalena Contreras,Shared room in home,Shared room,"[""Dryer"", ""Iron"", ""Washer"", ""TV"", ""Wifi"", ""Free parking on premises"", ""Indoor fireplace"", ""Exterior security cameras on property"", ""Breakfast"", ""Kitchen"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hangers"", ""Smoking allowed"", ""Hair dryer""]",f,2024-09-26,2018-11-17,2023-08-28,No cuenta con licencia,f,27656261,208712604,1.0,1.0,1.0,1.0,1.0,1.97,0.0,1.0,6,0,0,65.1,0,0.0,0.0,0.0,4.79,4.76,4.84,4.83,4.85,1.0,0.0,0.0,0.0,1.74,4
4190,https://www.airbnb.com/rooms/29219909,2024-09-25,No contiene descripción,https://www.airbnb.com/users/show/114584959,2017-02-02,within a few hours,75%,67%,f,"['email', 'phone', 'work_email']",t,No Hay,Miguel Hidalgo,Shared room in rental unit,Shared room,"[""Dryer"", ""Iron"", ""Washer"", ""Wifi"", ""TV with standard cable"", ""Breakfast"", ""Host greets you"", ""Kitchen"", ""First aid kit"", ""Essentials"", ""Free street parking"", ""Shampoo"", ""Hot water"", ""Hair dryer""]",t,2024-09-25,2018-10-28,2022-11-20,No cuenta con licencia,f,29219909,114584959,9.0,12.0,1.0,1.0,1.0,1.0,413.0,1.0,60,30,60,90.0,365,11.0,0.0,0.0,4.88,4.64,4.92,4.92,4.92,6.0,0.0,2.0,0.0,0.15,4
